day,month,year,region,district,landing_site,cfmas,fishing_ground,craft_type,gear_type,propulsion_mode,number_of_fishers,species,local_name,priority,code,number_fish,weight,value_tsh
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,KICHANGACHANGANI - BWEJUU,MS,SK,S,3,aetobatus ocellatus,Taa Pungu / Pijo / Pua,Elasmobranch,MAE,2,35,40000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,KICHANGACHANGANI - BWEJUU,MS,SK,S,3,aetobatus ocellatus,Kapungu,Elasmobranch,MAE,2,35,40000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,CHOONI,PC,SK,S,3,aetobatus ocellatus,Taa Pungu / Pijo / Pua,Elasmobranch,MAE,2,25,30000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,CHOONI,PC,SK,S,3,aetobatus ocellatus,Kapungu,Elasmobranch,MAE,2,25,30000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,MAKOLUMUNI,BT,GN,O,7,siganus sp.,Tasi,Reef Fish,SGL,32,10,35000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,KAULE,DC,SP,O,3,octopus cyanea,Pweza,Octopus,OCC,12,10,50000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,BWEJUU KUSINI,FF,SP,NA,9,octopus cyanea,Pweza,Octopus,OCC,16,20,100000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,NYAMALILE,BT,DM,O,3,milea,Komba,Reef Fish,KOM,32,15,52500
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,NYAMALILE,BT,DM,O,3,milea,Mlea,Reef Fish,KOM,32,15,52500
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,RASI KUBWA BWEJUU,FF,DM,NA,1,pono,Pono Wengine,Reef Fish,PNW,6,3,10500
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,RASI YA MWAMBA,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,24,5,17500
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,SHATILI,DC,HL,P,1,lethrinus nebulosus,Changu Tawa,Reef Fish,LHN,12,3,15000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,MLIMA,DC,HL,P,1,lethrinus nebulosus,Changu Tawa,Reef Fish,LHN,37,13,65000
30,12,2023,Pwani,Mafia,Bwejuu,MIMP,KIJAMBA KIKUBWA,DC,HL,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,15,3,10500
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,18,30,90000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,12,23,69000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,9,20,60000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,8,15,45000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,6,10,30000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,70,7,105000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,40,4,60000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,200,20,300000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,80,8,120000
29,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,20,2,30000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,69,20,50000
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",BT,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,28,40,160000
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",BT,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,73,68,272000
29,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
PUPU",DC,DM,P,2,pono,Pono Wengine,Reef Fish,PNW,3,1,3000
29,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,DC,HL,P,1,siganus sp.,Tasi,Reef Fish,SGL,47,15,60000
29,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,DC,HL,P,1,siganus sp.,Tasi,Reef Fish,SGL,33,10,40000
29,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,DC,HL,P,1,siganus sp.,Tasi,Reef Fish,SGL,45,15,60000
29,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KABINDA",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,4,3,13500
29,12,2023,Pwani,Mafia,Walani,MIMP,MTO WA FUNGU JIBONDO,BT,GN,O,16,lethrinus spp,Changu Wengineo,Reef Fish,LZX,23,7,35000
29,12,2023,Pwani,Mafia,Walani,MIMP,MTO WA FUNGU JIBONDO,BT,GN,O,16,lethrinus spp,Koe,Reef Fish,LZX,23,7,35000
29,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,PC,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,36,18,72000
29,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,PC,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,23,20,80000
29,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,NYAMAMBI,BT,SP,O,4,octopus cyanea,Pweza,Octopus,OCC,41,34,136000
29,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
IMBI",BT,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,31,49.5,198000
29,12,2023,Pwani,Mafia,Bweni Bandarini,BK,FUNGU LA JUU,FF,SP,NA,1,octopus cyanea,Pweza,Octopus,OCC,3,3,13500
29,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,BT,DM,O,4,siganus sp.,Tasi,Reef Fish,SGL,420,140,560000
29,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
JAMBANI",MS,SK,S,5,gayogayo,Gayogayo,Reef Fish,GYG,8,13,26000
29,12,2023,Pwani,Mafia,Bweni Bandarini,BK,NA,DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,5,4,18000
29,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
MKUMBI",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,2,1,4500
29,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KAPANI",DC,DM,P,1,upeneus spp,Mkundaji,Reef Fish,GOX,9,8,16000
29,12,2023,Pwani,Mafia,Bweni Bandarini,BK,NA,PC,HL,S,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,90,20,40000
29,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
HAKOSWA",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,3,2,9000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,26,8,24000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,PC,GN,S,9,siganus sp.,Tasi,Reef Fish,SGL,36,13,39000
29,12,2023,Pwani,Mafia,Changarama,MIMP,MWAMBA SAID,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,117,25,75000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,PC,GN,S,12,carrotomus carolinus,Pono Weusi,Reef Fish,ULG,30,15,27500
29,12,2023,Pwani,Mafia,Changarama,MIMP,MWAMBA MKUU - USEWE,BT,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,47,30,120000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,NYAMALILE,BT,SP,O,6,octopus cyanea,Pweza,Octopus,OCC,32,72,320000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,BT,SP,O,10,octopus cyanea,Pweza,Octopus,OCC,10,25,100000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,KAULE,BT,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,9,20,80000
29,12,2023,Pwani,Mafia,Changarama,MIMP,KITUTIA,BT,GN,O,5,gongora,Gongora,Reef Fish,GNG,172,106,318000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,BT,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,21,43,1720000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,KAULE,BT,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,32,70,2800000
29,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,BT,SP,O,9,octopus cyanea,Pweza,Octopus,OCC,29,60,240000
29,12,2023,Pwani,Mafia,Changarama,MIMP,KURUNGE,BT,SP,O,17,octopus cyanea,Pweza,Octopus,OCC,43,35,140000
29,12,2023,Pwani,Mafia,Changarama,MIMP,MWAMBA MKUU - USEWE,OC,DM,P,1,serranidae spp,Chewa,Reef Fish,CEW,2,3,9000
29,12,2023,Pwani,Mafia,Changarama,MIMP,MWAMBA MKUU - USEWE,OC,DM,P,2,upeneus spp,Mkundaji,Reef Fish,GOX,14,7,21000
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
SONGOSONGO",DC,HL,P,2,siganus sp.,Tasi,Reef Fish,SGL,11,16,64
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",NG,DM,O,9,siganus sp.,Tasi,Reef Fish,SGL,2081,69,276
29,12,2023,Pwani,Mafia,Changarama,MIMP,KITUTIA,BT,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,78,51,204000
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",DC,GN,O,2,pono,Pono Wengine,Reef Fish,PNW,21,36,72
29,12,2023,Pwani,Mafia,Changarama,MIMP,MWAMBA MKUU - USEWE,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,171,41,123000
29,12,2023,Pwani,Mafia,Changarama,MIMP,MWAMBA MKUU - USEWE,OC,DM,P,2,diagramma pictum,Komba/mchome,Reef Fish,DGP,12,5,15000
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",PC,SP,O,9,octopus cyanea,Pweza,Octopus,OCC,29,30,116
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,BANYANI,NG,SP,O,11,octopus cyanea,Pweza,Octopus,OCC,15,20,80
29,12,2023,Pwani,Mafia,Changarama,MIMP,KURUNGE,DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,10,15,60000
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",BT,SP,O,6,octopus cyanea,Pweza,Octopus,OCC,10,15,60
29,12,2023,Pwani,Mafia,Changarama,MIMP,MWAMBA VITATU,DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,13,12,48000
29,12,2023,Pwani,Mafia,Changarama,MIMP,JACHANGWE,DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,17,15,60000
29,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",PC,GN,O,12,diagramma pictum,Komba/mchome,Reef Fish,DGP,206,70.5,273
29,12,2023,Pwani,Mafia,Kiegeani,MIMP,"
JAMBANI",OC,DM,P,4,pono,Pono Wengine,Reef Fish,PNW,50,15,45000
29,12,2023,Pwani,Mafia,Kiegeani,MIMP,"
JAMBANI",DC,DM,P,1,pono,Pono Wengine,Reef Fish,PNW,20,5,15000
29,12,2023,Pwani,Mafia,Kiegeani,MIMP,"
JAMBANI",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,4,12,60000
29,12,2023,Pwani,Mafia,Kiegeani,MIMP,"
JAMBANI",DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,30,6,18000
29,12,2023,Pwani,Mafia,Kiegeani,MIMP,"
JAMBANI",DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,30,5,20000
29,12,2023,Pwani,Mafia,Kiegeani,MIMP,"
JAMBANI",OC,DM,S,1,pono,Pono Wengine,Reef Fish,PNW,20,5,15000
29,12,2023,Pwani,Mafia,Kiegeani,MIMP,"
JAMBANI",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,37,7,35000
29,12,2023,Pwani,Mafia,Bwejuu,MIMP,NYAMALILE,BT,HL,O,3,lutjanus ssp,Tembo Uzi,Small Pelagic,LTJ,42,7,24500
29,12,2023,Pwani,Mafia,Bwejuu,MIMP,MAIMBWA - BWEJUU,DC,DM,P,1,anguilliformes,Mkunga,Reef Fish,ELE,8,3,10500
29,12,2023,Pwani,Mafia,Bwejuu,MIMP,KWA NGOMBA,FF,DM,NA,1,milea,Komba,Reef Fish,ML,4,2,7000
29,12,2023,Pwani,Mafia,Bwejuu,MIMP,KWA NGOMBA,FF,DM,NA,1,milea,Mlea,Reef Fish,ML,4,2,7000
29,12,2023,Pwani,Mafia,Bwejuu,MIMP,DODOMA,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,25,4,14000
29,12,2023,Pwani,Mafia,Bwejuu,MIMP,KIJAMBA KIKUBWA,DC,HL,P,1,lethrinus nebulosus,Changu Tawa,Reef Fish,LHN,7,2.5,12500
28,12,2023,Pwani,Mafia,Bwejuu,MIMP,RASI YA MWAMBA,DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,7,10,50000
28,12,2023,Pwani,Mafia,Bwejuu,MIMP,MLIMA,BT,SP,O,9,octopus cyanea,Pweza,Octopus,OCC,60,40,160000
28,12,2023,Pwani,Mafia,Bwejuu,MIMP,NYAMALILE,BT,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,49,30,120000
28,12,2023,Pwani,Mafia,Bwejuu,MIMP,BWEJUU KUSINI,FF,SP,NA,9,octopus cyanea,Pweza,Octopus,OCC,19,15,75000
27,12,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
MCHUKWI",DC,HL,P,1,gerres spp,Chaa,Reef Fish,MOJ,8,2,6000
27,12,2023,Pwani,Kibiti,Pombwe Kubwa,NYAMANJISOPOJA,"
BACHA MBAO",DC,GN,P,2,lutjanus fulviflamma,Kelea,Reef Fish,LDW,32,3,9000
27,12,2023,Pwani,Kibiti,Kempo,NYAMANJISOPOJA,"
MWAMBA KARUMBI",PC,SK,S,4,gayogayo,Gayogayo,Reef Fish,GYG,3,4,12000
27,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,IMBI,BT,SP,O,6,octopus cyanea,Pweza,Octopus,OCC,79,64,256000
27,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",BT,SP,O,8,octopus cyanea,Pweza,Octopus,OCC,63,55,220000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,9,17,51000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,13,20,60000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,8,16,48000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,10,15,45000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
BARABARANI",DC,LL,P,2,netuma thalassina,Hongwe,Reef Fish,NTT,6,12,36000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,60,6,90000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,penaeus bubulus,Kamba Mti / Weusi,Prawn,PBA,20,2,30000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,40,1,5000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,100,2.5,12500
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,400,10,50000
27,12,2023,Pwani,Kibiti,Mchungu,MCHIMCHUNYA,"
KIKUNGUNI",DC,GN,P,2,fenneropenaeus indicus,Kamba Mti / Weupe,Prawn,PNI,400,10,50000
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
SONGOSONGO",FF,SP,NA,1,octopus cyanea,Pweza,Octopus,OCC,4,6.5,26000
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
IMBI",PC,SP,O,7,pono,Pono Wengine,Reef Fish,PNW,1,2,6000
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,PC,SP,O,11,octopus cyanea,Pweza,Octopus,OCC,44,28.5,112000
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,DC,SP,P,1,panulirus spp,Kamba Koche Wengine,Reef Fish,PUR,2,1.5,90000
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PUPU,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,51,7,17500
27,12,2023,Pwani,Mafia,Kitoni,MIMP,NYAMALILE,OC,HL,S,2,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,69,20,60000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,OC,HL,S,2,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,58,18,54000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,NYAMALILE,BT,SP,O,5,octopus cyanea,Pweza,Octopus,OCC,19,35,140000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,KAULE,BT,SP,O,6,octopus cyanea,Pweza,Octopus,OCC,19,34,136000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,KAULE,BT,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,32,70,280000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,PC,GN,S,10,pono,Pono Wengine,Reef Fish,PNW,39,10,30000
27,12,2023,Pwani,Mafia,Usewe,MIMP,URUMBA,DC,GN,P,2,lutjanus fulviflamma,Kelea,Reef Fish,LDW,16,4,12000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,PC,GN,S,16,lutjanus fulviflamma,Kelea,Reef Fish,LDW,36,10,30000
27,12,2023,Pwani,Mafia,Usewe,MIMP,LWALA,BT,GN,O,5,gongora,Gongora,Reef Fish,GNG,191,110,330000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,PC,GN,S,13,siganus sp.,Tasi,Reef Fish,SGL,369,120,360000
27,12,2023,Pwani,Mafia,Usewe,MIMP,KURUNGE,DC,SP,P,1,panulirus spp,Kamba Koche Wengine,Reef Fish,PUR,1,0.5,55000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,42,11,33000
27,12,2023,Pwani,Mafia,Usewe,MIMP,JACHANGWE,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,92,19,57000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,5,12,48000
27,12,2023,Pwani,Mafia,Usewe,MIMP,MWAMBA MKUU - USEWE,DC,HL,P,1,lutjanus fulviflamma,Kelea,Reef Fish,LDW,28,4,12000
27,12,2023,Pwani,Mafia,Usewe,MIMP,KITUTIA,NG,DM,O,2,milea,Komba,Reef Fish,ML,11,7,21000
27,12,2023,Pwani,Mafia,Usewe,MIMP,KITUTIA,NG,DM,O,2,milea,Mlea,Reef Fish,ML,11,7,21000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,KAULE,BT,SP,O,5,panolirus homarus,Kamba Moto,Reef Fish,KMT,8,2,20000
27,12,2023,Pwani,Mafia,Usewe,MIMP,KAULE,BT,GN,O,5,caranx tille,Kolekole,Reef Fish,NXT,9,21,105000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,NYAMALILE,BT,SP,O,12,octopus cyanea,Pweza,Octopus,OCC,28,50,200000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,KAULE,BT,SP,O,12,octopus cyanea,Pweza,Octopus,OCC,24,40,260000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,BT,SP,O,5,octopus cyanea,Pweza,Octopus,OCC,20,30,120000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,39,10,30000
27,12,2023,Pwani,Mafia,Kitoni,MIMP,MANGE,DC,HL,P,1,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,63,21,630000
27,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,BT,DM,O,3,siganus sp.,Tasi,Reef Fish,SGL,200,66.5,266000
27,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,BT,HL,O,3,lethrinus spp,Changu Wengineo,Reef Fish,LZX,9,4.5,22500
27,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,BT,HL,O,3,lethrinus spp,Koe,Reef Fish,LZX,9,4.5,22500
27,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,DC,HL,P,1,siganus sp.,Tasi,Reef Fish,SGL,55,18,72000
27,12,2023,Pwani,Mafia,Walani,MIMP,LWALA,BT,GN,O,18,lethrinus spp,Changu Wengineo,Reef Fish,LZX,63,31,155000
27,12,2023,Pwani,Mafia,Walani,MIMP,LWALA,BT,GN,O,18,lethrinus spp,Koe,Reef Fish,LZX,63,31,155000
27,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,BT,DM,O,4,siganus sp.,Tasi,Reef Fish,SGL,267,88.5,354000
27,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,BT,DM,O,3,siganus sp.,Tasi,Reef Fish,SGL,227,75,300000
27,12,2023,Pwani,Mafia,Walani,MIMP,MWAMBA WA CHINI,OC,DM,S,1,pono,Pono Wengine,Reef Fish,PNW,14,7,28000
27,12,2023,Pwani,Mafia,Walani,MIMP,MCHANGA NYUMA,BT,DM,O,4,siganus sp.,Tasi,Reef Fish,SGL,475,157.5,630000
27,12,2023,Pwani,Mafia,Walani,MIMP,KITUTIA,OC,HL,S,2,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,90,18,72000
27,12,2023,Pwani,Mafia,Kilindoni,DOKICHUNDA,"
NGUSI",BT,RN,O,25,red snapper,Kungu,Reef Fish,RDS,30,6,200000
27,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
NYUNI",PC,GN,O,8,lethrinus nebulosus,Changu Tawa,Reef Fish,LHN,2030,48.5,242
27,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,BANYANI,DC,HL,P,2,lethrinus borbonicus,Changu Chole,Reef Fish,LHB,33,28,60
27,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,"
IMBI",BT,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,17,28,112
27,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,NYAMAMBI,NG,SP,O,7,octopus cyanea,Pweza,Octopus,OCC,41,39,156
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PUPU,DC,HL,P,1,gongora,Gongora,Reef Fish,GNG,5,3,9000
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,DC,SP,P,1,carrotomus carolinus,Pono Weusi,Reef Fish,ULG,4,1,2500
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,"
SONGOSONGO",FF,SP,NA,1,octopus cyanea,Pweza,Octopus,OCC,6,4.5,18000
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,PC,SP,O,13,octopus cyanea,Pweza,Octopus,OCC,58,37.5,150000
27,12,2023,Lindi,Kilwa,Pembeni,NYAMANJISOPOJA,PWELA,PC,SP,O,11,octopus cyanea,Pweza,Octopus,OCC,52,35.5,142000
27,12,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,LUANGALE,NG,SP,O,4,octopus cyanea,Pweza,Octopus,OCC,14,23,126500
27,12,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",NG,SP,O,5,octopus cyanea,Pweza,Octopus,OCC,36,52,266000
27,12,2023,Lindi,Kilwa,Masoko Pwani,SOMAKI,"
MAWARANI",DC,SP,O,2,octopus cyanea,Pweza,Octopus,OCC,6,9,54000
27,12,2023,Lindi,Kilwa,Funguni,NYAMANJISOPOJA,BANYANI,NG,DM,O,4,siganus sp.,Tasi,Reef Fish,SGL,201,35.5,142
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
PUNGI",FF,SP,NA,1,octopus cyanea,Pweza,Octopus,OCC,5,3,13500
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
MKUMBI",FF,SP,NA,1,octopus cyanea,Pweza,Octopus,OCC,4,3,13500
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,NA,DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,3,2,9000
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KABINDA",DC,DM,P,1,acanthurus spp,Kangaja,Reef Fish,SUR,6,11,22000
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KABINDA",DC,DM,P,1,acanthurus spp,Puju,Reef Fish,SUR,6,11,22000
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KABINDA",FF,SP,NA,1,octopus cyanea,Pweza,Octopus,OCC,2,2,9000
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
HAKOSWA",DC,SP,P,1,octopus cyanea,Pweza,Octopus,OCC,4,2,9000
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KAPANI",DC,DM,P,1,lethrinus spp,Changu Wengineo,Reef Fish,LZX,62,20,40000
27,12,2023,Pwani,Mafia,Bweni Bandarini,BK,"
KAPANI",DC,DM,P,1,lethrinus spp,Koe,Reef Fish,LZX,62,20,40000
